Smiles,Standard Value,Standard Units,pIC50,Molecule ChEMBL ID
CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,0.45,nM,9.35,CHEMBL304271
N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)cc1,100.0,nM,7.0,CHEMBL76589
N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,10000.0,nM,5.0,CHEMBL309598
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,100.0,nM,7.0,CHEMBL56543
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,180.0,nM,6.75,CHEMBL5416410
COc1cc(OC)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,500000.0,nM,3.3010299956639813,CHEMBL7981
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1,5560.0,nM,5.25,CHEMBL1821892
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,4.0,nM,8.4,CHEMBL29197
Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O,180.0,nM,6.75,CHEMBL305782
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,450.0,nM,6.35,CHEMBL308672
N#C/C(=C\c1ccccc1)C(=O)O,850000.0,nM,3.070581074285707,CHEMBL77595
CN(c1ccccc1)c1ncnc2ccc(N)cc12,8400.0,nM,5.08,CHEMBL136492
COc1cc2ncnc(N3CCc4ccccc43)c2cc1OC,4100.0,nM,5.39,CHEMBL328277
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,10.0,nM,8.0,CHEMBL419137
C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,100.0,nM,7.0,CHEMBL133024
Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,3250.0,nM,5.49,CHEMBL184311
O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)c1cccc2c1OCCO2,1290.0,nM,5.89,CHEMBL2070194
O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1COc2ccccc2O1,2750.0,nM,5.56,CHEMBL2070196
Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1,216.0,nM,6.67,CHEMBL2070199
CCOc1cc2ncnc(NC3=CC(=O)C(OC)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,799.3,nM,6.1,CHEMBL428039
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,225.2,nM,6.65,CHEMBL3353410
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.2,nM,9.7,CHEMBL554
C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,44.0,nM,7.36,CHEMBL138363
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,59.0,nM,7.23,CHEMBL371888
CC(O)C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,94.5,nM,7.03,CHEMBL399928
Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,79.0,nM,7.1,CHEMBL379093
C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,85.0,nM,7.07,CHEMBL205870
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,30.0,nM,7.52,CHEMBL299622
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3c(Cl)cccc3n2C)c(C(=O)Nc2ccccc2)c2c(Cl)cccc21,100000.0,nM,4.0,CHEMBL293986
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,823.3,nM,6.08,CHEMBL939
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.4,nM,8.62,CHEMBL140561
COc1cc2ncnc(/N=N/c3ccc(F)c(Cl)c3)c2cc1OC,3930.0,nM,5.41,CHEMBL92006
COc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC)cc4n3C)n(C)c2c1,3600.0,nM,5.44,CHEMBL60472
C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2282.0,nM,5.64,CHEMBL138691
C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,27.0,nM,7.57,CHEMBL139044
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC,26.0,nM,7.585026652029182,CHEMBL3353412
Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,81.0,nM,7.09,CHEMBL427671
NC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,140.0,nM,6.85,CHEMBL398388
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,650.0,nM,6.19,CHEMBL3699616
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,65.0,nM,7.19,CHEMBL3699618
CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,1000.0,nM,6.0,CHEMBL2018753
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCCC1,12.13,nM,7.92,CHEMBL3680378
CC(C)n1c(NC2CCCCC2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,15.0,nM,7.82,CHEMBL3678959
CCOC(=O)c1cn2ncnc(Nc3ccc(F)c(Cl)c3)c2c1CC,90.0,nM,7.05,CHEMBL196018
CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,120.0,nM,6.92,CHEMBL194958
CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,70.0,nM,7.16,CHEMBL197689
CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,200.0,nM,6.7,CHEMBL372293
C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC,9.0,nM,8.05,CHEMBL569880
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,1000.0,nM,6.0,CHEMBL326100
COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,6000.0,nM,5.22,CHEMBL440453
C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,180.0,nM,6.75,CHEMBL552859
CONC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NOC)[nH]c2ccccc12,68000.0,nM,4.17,CHEMBL154969
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)/C=C/CN1CCCCC1,5011.87,nM,5.3,CHEMBL5440872
C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,0.95,nM,9.02,CHEMBL31816
Cc1nc(O)c2c(ccc3[nH]c(Nc4c(Cl)cccc4Cl)nc32)c1C,100000.0,nM,4.0,CHEMBL27085
C=CC(=O)Nc1cc(-c2cn(C)c3ccccc23)ncn1,599.0,nM,6.22,CHEMBL5400930
C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,46000.0,nM,4.34,CHEMBL3353406
COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,8800.0,nM,5.06,CHEMBL419409
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC,45000.0,nM,4.35,CHEMBL3353412
NC(=O)CCC1C(S)=Nc2ccccc21,22000.0,nM,4.66,CHEMBL155607
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2990.0,nM,5.52,CHEMBL1230609
COc1cc2c(cc1OC)Nc1ncnc(O)c1C2,75000.0,nM,4.12,CHEMBL414013
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCOCC4)cc3OC(F)F)ncc2C(F)(F)F)c1,20.0,nM,7.7,CHEMBL3699592
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,65.0,nM,7.19,CHEMBL3639984
O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,57.0,nM,7.24,CHEMBL90595
COc1cc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC.Cl,500.0,nM,6.3,CHEMBL543904
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,61.0,nM,7.21,CHEMBL246284
Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,20.0,nM,7.7,CHEMBL1645470
Cc1cccc(N(C)c2ncnc3cc(C)c(C)cc23)c1.Cl,6500.0,nM,5.19,CHEMBL554566
CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,4.0,nM,8.4,CHEMBL3678949
COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,200.0,nM,6.7,CHEMBL330323
O=C(Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O)NOCc1ccccc1,61000.0,nM,4.21,CHEMBL352591
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,5170.0,nM,5.29,CHEMBL109372
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCC(C)CC2)CCO4)c1,5.0,nM,8.3,CHEMBL3114701
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCN(C)CC2)CCO4)c1,780.0,nM,6.11,CHEMBL3114689
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2C)CCO4)c1,67.0,nM,7.17,CHEMBL3114686
C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.93,nM,9.03,CHEMBL2029436
CCOc1cc2ncc(C#N)c(Nc3ccc(N(C)Cc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,250.0,nM,6.6,CHEMBL175552
Cc1[nH]c2ncnc(Oc3cccc(Cl)c3)c2c1C,2500.0,nM,5.6,CHEMBL76116
Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,570.0,nM,6.24,CHEMBL307026
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCOC,68.0,nM,7.17,CHEMBL178144
O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,63.0,nM,7.2,CHEMBL387187
CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,33.0,nM,7.48,CHEMBL358934
O=C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.5,nM,8.82,CHEMBL338175
c1ccc(Cc2nc3cc(Nc4ncnc5nn6ccccc6c45)ccc3[nH]2)cc1,5010.0,nM,5.3,CHEMBL361322
COc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,400.0,nM,6.4,CHEMBL179521
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,151.0,nM,6.82,CHEMBL178958
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,360.0,nM,6.44,CHEMBL360933
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCCOCCOCC1,321.0,nM,6.49,CHEMBL360211
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4ccc5c(c4)OCO5)n3)[nH]c12,6.5,nM,8.19,CHEMBL5085136
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4cccc(OC)c4)n3)[nH]c12,9.6,nM,8.02,CHEMBL5083976
C=CC(=O)N1CCC2(CC1)CNC(=O)c1cc(-c3ccnc(-c4ccc5c(c4)OCO5)n3)[nH]c12,43.0,nM,7.37,CHEMBL5085136
Cc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,110.0,nM,6.96,CHEMBL74481
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(C3CCCC3)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,164.9,nM,6.78,CHEMBL5169943
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC(C)C)ncc2Cl)c2ccccc21,2.1,nM,8.68,CHEMBL5209545
COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3)c2cc1OC,1500.0,nM,5.82,CHEMBL473556
Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccc(O)cc1,13200.0,nM,4.88,CHEMBL170438
COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,1000.0,nM,6.0,CHEMBL281990
COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,960.0,nM,6.02,CHEMBL114593
CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,490.0,nM,6.31,CHEMBL448154
C=CC(=O)Nc1cccc(N2C(=O)CN(c3ccccc3)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,30.74,nM,7.51,CHEMBL3219132
C=CC(=O)Nc1cccc(N2C(=O)C(c3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,77.09,nM,7.11,CHEMBL3219131
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1.Cl,300.0,nM,6.52,CHEMBL2448064
CO[C@H]1[C@@H](N(C)C(C)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2600.0,nM,5.58,CHEMBL130163
CNC(=S)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,12500.0,nM,4.9,CHEMBL337035
Nc1ncnc2c1c(-c1ccccc1)cn2C1CC(O)C1,2820.0,nM,5.55,CHEMBL168266
Cn1c(SSc2c(CCC(=O)O)c3ccccc3n2C)c(CCC(=O)O)c2ccccc21,3100.0,nM,5.51,CHEMBL84143
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCOCC2)cc1,240.0,nM,6.62,CHEMBL1683962
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,440000.0,nM,3.3565473235138126,CHEMBL280074
CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,910.0,nM,6.04,CHEMBL116525
COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,2800.0,nM,5.55,CHEMBL100714
C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,96.49,nM,7.02,CHEMBL5088907
Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,4.0,nM,8.4,CHEMBL121954
Cl.Cn1c2ccccc2c2ncnc(Nc3cccc(Br)c3)c21,132.0,nM,6.88,CHEMBL553137
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3ccsc23)CC1,6.532,nM,8.19,CHEMBL5172236
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)CC1,359.33,nM,6.45,CHEMBL5179952
C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3ccsc23)CC1,197.03,nM,6.71,CHEMBL5172236
Clc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Br)c4)c23)c1,130.0,nM,6.89,CHEMBL120319
Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,13.0,nM,7.89,CHEMBL165508
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,6000.0,nM,5.22,CHEMBL122522
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccc(NC(=O)c4c(F)ccc(O)c4CN4C(=O)c5ccccc5C4=O)c3)ccn2)c1,6700.0,nM,5.17,CHEMBL5188399
CCOc1cc2ncc(C#N)c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,82.0,nM,7.09,CHEMBL179164
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(F)cc4F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,110.0,nM,6.96,CHEMBL360028
COC[C@@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,131.0,nM,6.88,CHEMBL2112370
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,27.0,nM,7.57,CHEMBL31369
c1ccc(Nc2nc[nH]c3nnc(Nc4ccccc4)c2-3)cc1,58.0,nM,7.24,CHEMBL332333
Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,870.0,nM,6.06,CHEMBL119982
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,10.0,nM,8.0,CHEMBL93181
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,0.69,nM,9.16,CHEMBL280757
CCOC(=O)c1csc(NC(=S)Nc2ccc(Cl)cc2)n1,10100.0,nM,5.0,CHEMBL5275471
CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,23.0,nM,7.64,CHEMBL162821
COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5600.0,nM,5.25,CHEMBL186802
O=C(CN1CCC(CCO)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,542.0,nM,6.27,CHEMBL3233764
C=CCOC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,1792.0,nM,5.75,CHEMBL3233769
CN(C)CCCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,93.0,nM,7.03,CHEMBL3233781
O=C(/C=C/CN1CCS(=O)(=O)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,29.0,nM,7.54,CHEMBL3233793
CSC1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,26.0,nM,7.58,CHEMBL3233788
COc1cc(N(C)CCN(C)C)c(NC(=O)c2ncccn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,146.0,nM,6.84,CHEMBL5199169
COc1cc(N(C)CCN(C)C)c(NC(=O)c2cnccn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,17.0,nM,7.77,CHEMBL5188618
COc1cc(N(C)CCN(C)C)c(NC(=O)c2nccn2C)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,110.0,nM,6.96,CHEMBL5196254
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,16000.0,nM,4.8,CHEMBL119923
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,95.0,nM,7.02,CHEMBL3353404
C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,35.0,nM,7.46,CHEMBL5283216
C=CC(=O)Nc1cc(Nc2ncc(C(=O)CC)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,23.0,nM,7.64,CHEMBL5281266
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,39.0,nM,7.41,CHEMBL5279794
C=CC(=O)Nc1cc(Nc2ncc(C(=O)NC)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,147.0,nM,6.83,CHEMBL5276760
C=CC(=O)Nc1cc(Nc2ncc(-c3nc(C)no3)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,49.0,nM,7.31,CHEMBL5271718
C=CC(=O)Nc1cc(Nc2ncc(-c3ccnn3C)c(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C,23.0,nM,7.64,CHEMBL5266834
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC3CCC3)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,84.0,nM,7.08,CHEMBL5273438
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OCC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,142.0,nM,6.85,CHEMBL5272345
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C(C)=O)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,79.0,nM,7.1,CHEMBL5266100
CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12,9300.0,nM,5.03,CHEMBL137635
CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,38.0,nM,7.42,CHEMBL137534
O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,1500.0,nM,5.82,CHEMBL360190
O=C1NCCc2ccc(O)c(c2)Oc2c(Br)cc(cc2Br)CCNC(=O)/C(=N/O)Cc2cc(Br)c(O)c(c2)Oc2c(Br)cc(cc2Br)C/C1=N\O,2900.0,nM,5.54,CHEMBL2333164
CCN1CCN(C/C=C/C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,35.0,nM,7.46,CHEMBL3233790
OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1.6,nM,8.8,CHEMBL416611
CN1CCN(c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,906.0,nM,6.04,CHEMBL5272096
C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)ccc1N(C)CCN(C)C,0.6,nM,9.22,CHEMBL5271151
CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,53.0,nM,7.28,CHEMBL5287550
O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,810.0,nM,6.09,CHEMBL93635
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.0,nM,8.4,CHEMBL50344
N#C/C(=C/C(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1)C1CC1,2.0,nM,8.7,CHEMBL5268867
O=c1oc2cc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c3cc2n1CCCN1CCOCC1,1700.0,nM,5.77,CHEMBL2064394
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,0.27,nM,9.57,CHEMBL2031303
COc1cc(/C=C(\C)[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,2500.0,nM,5.6,CHEMBL77397
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,348.0,nM,6.46,CHEMBL52197
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,4400.0,nM,5.36,CHEMBL115519
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,22.0,nM,7.66,CHEMBL3647417
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1C[C@@H](O)CN1C,36.0,nM,7.44,CHEMBL3647419
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1C[C@@H](O)CN1C,59.0,nM,7.23,CHEMBL3647419
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,13.0,nM,7.89,CHEMBL3647420
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCOCC5)cc4OC)nc32)c1,10.33,nM,7.99,CHEMBL2032379
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,0.63,nM,9.2,CHEMBL2029429
C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.38,nM,9.42,CHEMBL2029434
C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,0.29,nM,9.54,CHEMBL2029438
COc1ccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)cc1,720.0,nM,6.14,CHEMBL298679
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,3000.0,nM,5.52,CHEMBL440298
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,140.0,nM,6.85,CHEMBL2408825
C=CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Oc4cccc(COc5no[n+]([O-])c5S(=O)(=O)c5ccccc5)c4)n3)c(OC)c2)CC1,370.0,nM,6.43,CHEMBL2408830
O=C(CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.51,nM,9.29,CHEMBL2031299
CN(C)CCC(=O)N(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,17.4,nM,7.76,CHEMBL2031301
